year	month	day	DateTime	AreaTypeCode	AreaName	MapCode	PowerSystemResourceName	ProductionTypeName	ActualGenerationOutput	ActualConsumption	InstalledGenCapacity	SubmissionTS
2016	1	29	2016-01-29 19:00:00.000	CTA	RTE CA	FR	BLENOD 5	Fossil Gas 	103.000000	0.000000	427.00	2016-01-29 20:54:08.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	CHASTANG 3	Hydro Run-of-river and poundage 	0.000000	0.000000	106.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 11:00:00.000	CTA	RTE CA	FR	TRICASTIN 3	Nuclear 	938.000000	0.000000	915.00	2016-01-29 12:53:08.000
2016	1	29	2016-01-29 11:00:00.000	CTA	RTE CA	FR	POUGET 4	Hydro Water Reservoir 	0.000000	0.000000	286.00	2016-01-29 12:53:08.000
2016	1	29	2016-01-29 11:00:00.000	CTA	RTE CA	FR	CATTENOM 1	Nuclear 	1290.000000	0.000000	1300.00	2016-01-29 12:53:08.000
2016	1	29	2016-01-29 16:00:00.000	CTA	RTE CA	FR	SUPER BISSORTE 4	Hydro Pumped Storage 	0.000000	159.000000	152.00	2016-01-29 17:58:08.000
2016	1	29	2016-01-29 14:00:00.000	CTA	RTE CA	FR	CYCOFOS PL2	Other 	1.000000	0.000000	62.00	2016-01-29 15:53:08.000
2016	1	29	2016-01-29 14:00:00.000	CTA	RTE CA	FR	CHINON 3	Nuclear 	836.000000	0.000000	905.00	2016-01-29 15:53:08.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	MARTIGUES PONTEAU 6	Fossil Gas 	0.000000	0.000000	465.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 09:00:00.000	CTA	RTE CA	FR	BRENNILIS 3	Fossil Oil 	0.000000	0.000000	134.00	2016-01-29 10:53:08.000
2016	1	29	2016-01-29 13:00:00.000	CTA	RTE CA	FR	CIVAUX 1	Nuclear 	1432.000000	0.000000	1495.00	2016-01-29 14:53:08.000
2016	1	29	2016-01-29 17:00:00.000	CTA	RTE CA	FR	CYCOFOS PL2	Other 	1.000000	0.000000	62.00	2016-01-29 18:50:08.000
2016	1	29	2016-01-29 17:00:00.000	CTA	RTE CA	FR	BLAYAIS 2	Nuclear 	867.000000	0.000000	910.00	2016-01-29 18:50:08.000
2016	1	29	2016-01-29 17:00:00.000	CTA	RTE CA	FR	MARTIGUES PONTEAU 5	Fossil Gas 	409.000000	0.000000	465.00	2016-01-29 18:50:08.000
2016	1	29	2016-01-29 17:00:00.000	CTA	RTE CA	FR	CHINON 3	Nuclear 	901.000000	0.000000	905.00	2016-01-29 18:50:08.000
